Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm)
21.625,-109.521,-66.361,-130.536,-94.210
21.630,-109.523,-67.009,-130.536,-94.210
21.635,-109.574,-67.671,-130.536,-94.210
21.640,-109.569,-68.318,-130.536,-94.210
21.645,-109.551,-68.945,-130.536,-94.210
21.650,-109.679,-69.544,-130.536,-94.210
21.655,-109.751,-70.144,-130.536,-94.210
21.660,-109.837,-70.764,-130.536,-94.210
21.665,-109.909,-71.349,-130.536,-94.210
21.670,-110.023,-71.969,-130.536,-94.210
21.675,-110.151,-72.540,-130.536,-94.210
21.680,-110.301,-73.119,-21.547,-6.109
21.685,-110.282,-73.746,-21.547,-6.109
21.690,-110.277,-74.352,-21.547,-6.109
21.695,-110.167,-75.006,-21.547,-6.109
21.700,-110.071,-75.654,-21.547,-6.109
21.705,-109.814,-76.336,-21.547,-6.109
21.710,-109.557,-77.052,-21.547,-6.109
21.715,-109.328,-77.714,-21.547,-6.109
21.720,-109.008,-78.423,-21.547,-6.109
21.725,-108.716,-79.099,-21.547,-6.109
21.730,-108.697,-79.704,-21.547,-6.109
21.735,-108.805,-80.311,-21.547,-6.109
21.740,-109.066,-80.827,-21.547,-6.109
21.745,-109.818,-81.211,-21.547,-6.109
21.750,-110.548,-81.610,-21.547,-6.109
21.755,-111.510,-81.905,-21.547,-6.109
21.760,-112.367,-82.220,-21.547,-6.109
21.765,-113.413,-82.473,-21.547,-6.109
21.770,-114.234,-82.774,-21.547,-6.109
21.775,-115.182,-83.027,-21.547,-6.109
21.780,-115.884,-83.377,-21.547,-6.109
21.785,-116.664,-83.671,-21.547,-6.109
21.790,-117.212,-84.006,-21.547,-6.109
21.795,-117.914,-84.328,-21.547,-6.109
21.800,-118.302,-84.747,-21.547,-6.109
21.805,-118.689,-85.186,-21.547,-6.109
21.810,-119.041,-85.619,-21.547,-6.109
21.815,-119.358,-86.044,-21.547,-6.109
21.820,-119.641,-86.532,-21.547,-6.109
21.825,-120.042,-86.909,-21.547,-6.109
21.830,-120.366,-87.314,-21.547,-6.109
21.835,-120.711,-87.697,-21.547,-6.109
21.840,-121.196,-87.998,-21.547,-6.109
21.845,-121.653,-88.263,-21.547,-6.109
21.850,-122.047,-88.543,-21.547,-6.109
21.855,-122.622,-88.697,-21.547,-6.109
21.860,-123.044,-88.921,-21.547,-6.109
21.865,-123.409,-89.088,-21.547,-6.109
21.870,-123.698,-89.333,-21.547,-6.109
21.875,-124.000,-89.507,-21.547,-6.109
21.880,-124.295,-89.661,-21.547,-6.109
21.885,-124.485,-89.822,-21.547,-6.109
21.890,-124.710,-89.927,-21.547,-6.109
21.895,-124.830,-90.017,-21.547,-6.109
21.900,-124.977,-90.115,-21.547,-6.109
21.905,-125.076,-90.241,-21.547,-6.109
21.910,-125.244,-90.283,-21.547,-6.109
21.915,-125.280,-90.311,-21.547,-6.109
21.920,-125.385,-90.353,-21.547,-6.109
21.925,-125.448,-90.353,-21.547,-6.109
21.930,-125.434,-90.394,-21.547,-6.109
21.935,-125.511,-90.374,-21.547,-6.109
21.940,-125.511,-90.374,-21.547,-6.109
21.945,-125.511,-90.374,-21.547,-6.109
21.950,-125.511,-90.374,-21.547,-6.109
21.955,-125.511,-90.374,-21.547,-6.109
21.960,-125.511,-90.374,-21.547,-6.109
21.965,-125.511,-90.374,-21.547,-6.109
21.970,-125.511,-90.374,-21.547,-6.109
21.975,-125.511,-90.374,-21.547,-6.109
21.980,-125.511,-90.374,-21.547,-6.109
21.985,-125.511,-90.374,-21.547,-6.109
21.990,-125.511,-90.374,-21.547,-6.109
21.995,-125.511,-90.374,-21.547,-6.109
22.000,-125.511,-90.374,-21.547,-6.109
22.005,-125.511,-90.374,-21.547,-6.109
22.010,-125.511,-90.374,-21.547,-6.109
22.015,-125.539,-90.346,-21.547,-6.109
22.020,-125.567,-90.262,-21.547,-6.109
22.025,-125.623,-90.165,-21.547,-6.109
22.030,-125.678,-90.054,-21.547,-6.109
22.035,-125.734,-89.956,-21.547,-6.109
22.040,-125.804,-89.817,-21.547,-6.109
22.045,-125.859,-89.706,-21.547,-6.109
22.050,-125.957,-89.525,-21.547,-6.109
22.055,-126.040,-89.358,-21.547,-6.109
22.060,-126.151,-89.135,-21.547,-6.109
22.065,-126.305,-88.815,-21.547,-6.109
22.070,-126.422,-88.446,-21.547,-6.109
22.075,-126.582,-88.015,-21.547,-6.109
22.080,-126.622,-87.541,-21.547,-6.109
22.085,-126.326,-87.186,-21.547,-6.109
22.090,-125.764,-86.913,-21.547,-6.109
22.095,-124.971,-86.640,-21.547,-6.109
22.100,-124.205,-86.339,-21.547,-6.109
22.105,-123.285,-86.066,-21.547,-6.109
22.110,-122.604,-85.751,-21.547,-6.109
22.115,-121.747,-85.499,-21.547,-6.109
22.120,-121.101,-85.170,-21.547,-6.109
22.125,-120.413,-84.827,-21.547,-6.109
22.130,-119.815,-84.450,-21.547,-6.109
22.135,-119.232,-84.073,-21.547,-6.109
22.140,-118.641,-83.633,-21.547,-6.109
22.145,-118.120,-83.214,-21.547,-6.109
22.150,-117.488,-82.774,-21.547,-6.109
22.155,-117.016,-82.223,-21.547,-6.109
22.160,-116.383,-81.650,-21.547,-6.109
22.165,-115.792,-81.099,-21.547,-6.109
22.170,-115.172,-80.505,-21.547,-6.109
22.175,-114.637,-79.926,-21.547,-6.109
22.180,-113.913,-79.402,-21.547,-6.109
22.185,-113.427,-78.733,-21.547,-6.109
22.190,-112.814,-78.056,-21.547,-6.109
22.195,-112.258,-77.456,-21.547,-6.109
22.200,-111.667,-76.883,-21.547,-6.109
22.205,-111.034,-76.290,-21.547,-6.109
22.210,-110.394,-75.654,-21.547,-6.109
22.215,-109.838,-75.033,-21.547,-6.109
22.220,-109.197,-74.398,-21.547,-6.109
22.225,-108.501,-73.784,-21.547,-6.109
22.230,-107.952,-73.086,-21.547,-6.109
22.235,-107.276,-72.401,-21.547,-6.109
22.240,-106.685,-71.759,-21.547,-6.109
22.245,-105.981,-71.061,-21.547,-6.109
22.250,-105.285,-70.398,-21.547,-6.109
22.255,-104.694,-69.672,-21.547,-6.109
22.260,-103.962,-68.932,-21.547,-6.109
22.265,-103.398,-68.122,-21.547,-6.109
22.270,-102.744,-67.313,-21.547,-6.109
22.275,-102.110,-66.566,-21.547,-6.109
22.280,-101.483,-65.749,-21.547,-6.109
22.285,-100.920,-64.849,-21.547,-6.109
22.290,-100.237,-64.019,-21.547,-6.109
22.295,-99.596,-63.209,-21.547,-6.109
22.300,-98.865,-62.448,-21.547,-6.109
22.305,-98.175,-61.638,-21.547,-6.109
22.310,-97.443,-60.849,-21.547,-6.109
22.315,-96.656,-60.046,-21.547,-6.109
22.320,-95.966,-59.243,-21.547,-6.109
22.325,-95.164,-58.461,-21.547,-6.109
22.330,-94.433,-57.609,-21.547,-6.109
22.335,-93.652,-56.841,-21.547,-6.109
22.340,-92.865,-56.065,-21.547,-6.109
22.345,-92.063,-55.262,-21.547,-6.109
22.350,-91.254,-54.410,-21.547,-6.109
22.355,-90.571,-53.502,-21.547,-6.109
22.360,-89.728,-52.629,-21.547,-6.109
22.365,-88.821,-51.811,-21.547,-6.109
22.370,-88.096,-50.834,-21.547,-6.109
22.375,-87.203,-49.926,-21.547,-6.109
22.380,-86.373,-49.039,-21.547,-6.109
22.385,-85.459,-48.214,-21.547,-6.109
22.390,-84.552,-47.334,-21.547,-6.109
22.395,-83.583,-46.550,-21.547,-6.109
22.400,-82.739,-45.670,-21.547,-6.109
22.405,-81.748,-44.866,-21.547,-6.109
22.410,-80.785,-43.950,-21.547,-6.109
22.415,-79.962,-43.042,-21.547,-6.109
22.420,-78.985,-42.203,-21.547,-6.109
22.425,-78.002,-41.385,-21.547,-6.109
22.430,-77.165,-40.504,-21.547,-6.109
22.435,-76.202,-39.595,-21.547,-6.109
22.440,-75.324,-38.708,-21.547,-6.109
22.445,-74.354,-37.813,-21.547,-6.109
22.450,-73.496,-36.925,-21.547,-6.109
22.455,-72.540,-36.002,-21.547,-6.109
22.460,-71.648,-35.094,-21.547,-6.109
22.465,-70.797,-34.255,-21.547,-6.109
22.470,-69.730,-33.443,-21.547,-6.109
22.475,-68.823,-32.611,-21.547,-6.109
22.480,-67.959,-31.772,-21.547,-6.109
22.485,-66.968,-30.981,-21.547,-6.109
22.490,-66.048,-30.149,-21.547,-6.109
22.495,-65.099,-29.379,-21.547,-6.109
22.500,-64.200,-28.540,-21.547,-6.109
22.505,-63.252,-27.770,-21.547,-6.109
22.510,-62.303,-26.979,-21.547,-6.109
22.515,-61.362,-26.237,-21.547,-6.109
22.520,-60.421,-25.488,-21.547,-6.109
22.525,-59.515,-24.718,-21.547,-6.109
22.530,-58.574,-23.990,-21.547,-6.109
22.535,-57.675,-23.276,-21.547,-6.109
22.540,-56.874,-22.527,-21.547,-6.109
22.545,-55.870,-21.904,-21.547,-6.109
22.550,-54.992,-21.168,-21.547,-6.109
22.555,-54.219,-20.462,-21.547,-6.109
22.560,-53.236,-19.845,-21.547,-6.109
22.565,-52.422,-19.270,-21.547,-6.109
22.570,-51.474,-18.744,-21.547,-6.109
22.575,-50.604,-18.218,-21.547,-6.109
22.580,-49.754,-17.692,-21.547,-6.109
22.585,-48.814,-17.228,-21.547,-6.109
